type,id,addr,size,len,wstrb
AR,0,0x20000000,64,1,
AR,0,0x20000040,64,1,
AR,0,0x20000080,64,1,
AR,0,0x200000C0,64,1,
AR,0,0x20000100,64,1,
AR,0,0x20000140,64,1,
AR,0,0x20000180,64,1,
AR,0,0x200001C0,64,1,
AR,0,0x20000200,64,1,
AR,0,0x20000240,64,1,
AR,0,0x20000280,64,1,
AR,0,0x200002C0,64,1,
AR,0,0x20000300,64,1,
AR,0,0x20000340,64,1,
AR,0,0x20000380,64,1,
AR,0,0x200003C0,64,1,
AR,0,0x20000400,64,1,
AR,0,0x20000440,64,1,
AR,0,0x20000480,64,1,
AR,0,0x200004C0,64,1,
AR,0,0x20000500,64,1,
AR,0,0x20000540,64,1,
AR,0,0x20000580,64,1,
AR,0,0x200005C0,64,1,
AR,0,0x20000600,64,1,
AR,0,0x20000640,64,1,
AR,0,0x20000680,64,1,
AR,0,0x200006C0,64,1,
AR,0,0x20000700,64,1,
AR,0,0x20000740,64,1,
AR,0,0x20000780,64,1,
AR,0,0x200007C0,64,1,
AR,0,0x20000800,64,1,
AR,0,0x20000840,64,1,
AR,0,0x20000880,64,1,
AR,0,0x200008C0,64,1,
AR,0,0x20000900,64,1,
AR,0,0x20000940,64,1,
AR,0,0x20000980,64,1,
AR,0,0x200009C0,64,1,
AR,0,0x20000A00,64,1,
AR,0,0x20000A40,64,1,
AR,0,0x20000A80,64,1,
AR,0,0x20000AC0,64,1,
AR,0,0x20000B00,64,1,
AR,0,0x20000B40,64,1,
AR,0,0x20000B80,64,1,
AR,0,0x20000BC0,64,1,
AR,0,0x20000C00,64,1,
AR,0,0x20000C40,64,1,
AR,0,0x20000C80,64,1,
AR,0,0x20000CC0,64,1,
AR,0,0x20000D00,64,1,
AR,0,0x20000D40,64,1,
AR,0,0x20000D80,64,1,
AR,0,0x20000DC0,64,1,
AR,0,0x20000E00,64,1,
AR,0,0x20000E40,64,1,
AR,0,0x20000E80,64,1,
AR,0,0x20000EC0,64,1,
AR,0,0x20000F00,64,1,
AR,0,0x20000F40,64,1,
AR,0,0x20000F80,64,1,
AR,0,0x20000FC0,64,1,
AR,0,0x20001000,64,1,
AR,0,0x20001040,64,1,
AR,0,0x20001080,64,1,
AR,0,0x200010C0,64,1,
AR,0,0x20001100,64,1,
AR,0,0x20001140,64,1,
AR,0,0x20001180,64,1,
AR,0,0x200011C0,64,1,
AR,0,0x20001200,64,1,
AR,0,0x20001240,64,1,
AR,0,0x20001280,64,1,
AR,0,0x200012C0,64,1,
AR,0,0x20001300,64,1,
AR,0,0x20001340,64,1,
AR,0,0x20001380,64,1,
AR,0,0x200013C0,64,1,
AR,0,0x20001400,64,1,
AR,0,0x20001440,64,1,
AR,0,0x20001480,64,1,
AR,0,0x200014C0,64,1,
AR,0,0x20001500,64,1,
AR,0,0x20001540,64,1,
AR,0,0x20001580,64,1,
AR,0,0x200015C0,64,1,
AR,0,0x20001600,64,1,
AR,0,0x20001640,64,1,
AR,0,0x20001680,64,1,
AR,0,0x200016C0,64,1,
AR,0,0x20001700,64,1,
