type,id,addr,size,len,wstrb
AR,1,0x80000,64,64,
AR,1,0x81000,64,64,
AR,1,0x82000,64,64,
AR,1,0x83000,64,64,
AR,1,0x84000,64,64,
AR,1,0x85000,64,64,
AR,1,0x86000,64,64,
AR,1,0x87000,64,64,
AR,1,0x88000,64,64,
AR,1,0x89000,64,64,
AR,1,0x8A000,64,64,
AR,1,0x8B000,64,64,
AR,1,0x8C000,64,64,
AR,1,0x8D000,64,64,
AR,1,0x8E000,64,64,
AR,1,0x8F000,64,64,
AR,1,0x90000,64,64,
AR,1,0x91000,64,64,
AR,1,0x92000,64,64,
AR,1,0x93000,64,64,
AR,1,0x94000,64,64,
AR,1,0x95000,64,64,
AR,1,0x96000,64,64,
AR,1,0x97000,64,64,
AR,1,0x98000,64,64,
AR,1,0x99000,64,64,
AR,1,0x9A000,64,64,
AR,1,0x9B000,64,64,
AR,1,0x9C000,64,64,
AR,1,0x9D000,64,64,
AR,1,0x9E000,64,64,
AR,1,0x9F000,64,64,
AR,1,0xA0000,64,64,
AR,1,0xA1000,64,64,
AR,1,0xA2000,64,64,
AR,1,0xA3000,64,64,
AR,1,0xA4000,64,64,
AR,1,0xA5000,64,64,
AR,1,0xA6000,64,64,
AR,1,0xA7000,64,64,
AR,1,0xA8000,64,64,
AR,1,0xA9000,64,64,
AR,1,0xAA000,64,64,
AR,1,0xAB000,64,64,
AR,1,0xAC000,64,64,
AR,1,0xAD000,64,64,
AR,1,0xAE000,64,64,
AR,1,0xAF000,64,64,
AR,1,0xB0000,64,64,
AR,1,0xB1000,64,64,
AR,1,0xB2000,64,64,
AR,1,0xB3000,64,64,
AR,1,0xB4000,64,64,
AR,1,0xB5000,64,64,
AR,1,0xB6000,64,64,
AR,1,0xB7000,64,64,
AR,1,0xB8000,64,64,
AR,1,0xB9000,64,64,
AR,1,0xBA000,64,64,
AR,1,0xBB000,64,64,
AR,1,0xBC000,64,64,
AR,1,0xBD000,64,64,
AR,1,0xBE000,64,64,
AR,1,0xBF000,64,64,
BARRIER
AR,1,0x180000,64,64,
AR,1,0x181000,64,64,
AR,1,0x182000,64,64,
AR,1,0x183000,64,64,
AR,1,0x184000,64,64,
AR,1,0x185000,64,64,
AR,1,0x186000,64,64,
AR,1,0x187000,64,64,
AR,1,0x188000,64,64,
AR,1,0x189000,64,64,
AR,1,0x18A000,64,64,
AR,1,0x18B000,64,64,
AR,1,0x18C000,64,64,
AR,1,0x18D000,64,64,
AR,1,0x18E000,64,64,
AR,1,0x18F000,64,64,
AR,1,0x190000,64,64,
AR,1,0x191000,64,64,
AR,1,0x192000,64,64,
AR,1,0x193000,64,64,
AR,1,0x194000,64,64,
AR,1,0x195000,64,64,
AR,1,0x196000,64,64,
AR,1,0x197000,64,64,
AR,1,0x198000,64,64,
AR,1,0x199000,64,64,
AR,1,0x19A000,64,64,
AR,1,0x19B000,64,64,
AR,1,0x19C000,64,64,
AR,1,0x19D000,64,64,
AR,1,0x19E000,64,64,
AR,1,0x19F000,64,64,
AR,1,0x1A0000,64,64,
AR,1,0x1A1000,64,64,
AR,1,0x1A2000,64,64,
AR,1,0x1A3000,64,64,
AR,1,0x1A4000,64,64,
AR,1,0x1A5000,64,64,
AR,1,0x1A6000,64,64,
AR,1,0x1A7000,64,64,
AR,1,0x1A8000,64,64,
AR,1,0x1A9000,64,64,
AR,1,0x1AA000,64,64,
AR,1,0x1AB000,64,64,
AR,1,0x1AC000,64,64,
AR,1,0x1AD000,64,64,
AR,1,0x1AE000,64,64,
AR,1,0x1AF000,64,64,
AR,1,0x1B0000,64,64,
AR,1,0x1B1000,64,64,
AR,1,0x1B2000,64,64,
AR,1,0x1B3000,64,64,
AR,1,0x1B4000,64,64,
AR,1,0x1B5000,64,64,
AR,1,0x1B6000,64,64,
AR,1,0x1B7000,64,64,
AR,1,0x1B8000,64,64,
AR,1,0x1B9000,64,64,
AR,1,0x1BA000,64,64,
AR,1,0x1BB000,64,64,
AR,1,0x1BC000,64,64,
AR,1,0x1BD000,64,64,
AR,1,0x1BE000,64,64,
AR,1,0x1BF000,64,64,
BARRIER
AR,1,0x280000,64,64,
AR,1,0x281000,64,64,
AR,1,0x282000,64,64,
AR,1,0x283000,64,64,
AR,1,0x284000,64,64,
AR,1,0x285000,64,64,
AR,1,0x286000,64,64,
AR,1,0x287000,64,64,
AR,1,0x288000,64,64,
AR,1,0x289000,64,64,
AR,1,0x28A000,64,64,
AR,1,0x28B000,64,64,
AR,1,0x28C000,64,64,
AR,1,0x28D000,64,64,
AR,1,0x28E000,64,64,
AR,1,0x28F000,64,64,
AR,1,0x290000,64,64,
AR,1,0x291000,64,64,
AR,1,0x292000,64,64,
AR,1,0x293000,64,64,
AR,1,0x294000,64,64,
AR,1,0x295000,64,64,
AR,1,0x296000,64,64,
AR,1,0x297000,64,64,
AR,1,0x298000,64,64,
AR,1,0x299000,64,64,
AR,1,0x29A000,64,64,
AR,1,0x29B000,64,64,
AR,1,0x29C000,64,64,
AR,1,0x29D000,64,64,
AR,1,0x29E000,64,64,
AR,1,0x29F000,64,64,
AR,1,0x2A0000,64,64,
AR,1,0x2A1000,64,64,
AR,1,0x2A2000,64,64,
AR,1,0x2A3000,64,64,
AR,1,0x2A4000,64,64,
AR,1,0x2A5000,64,64,
AR,1,0x2A6000,64,64,
AR,1,0x2A7000,64,64,
AR,1,0x2A8000,64,64,
AR,1,0x2A9000,64,64,
AR,1,0x2AA000,64,64,
AR,1,0x2AB000,64,64,
AR,1,0x2AC000,64,64,
AR,1,0x2AD000,64,64,
AR,1,0x2AE000,64,64,
AR,1,0x2AF000,64,64,
AR,1,0x2B0000,64,64,
AR,1,0x2B1000,64,64,
AR,1,0x2B2000,64,64,
AR,1,0x2B3000,64,64,
AR,1,0x2B4000,64,64,
AR,1,0x2B5000,64,64,
AR,1,0x2B6000,64,64,
AR,1,0x2B7000,64,64,
AR,1,0x2B8000,64,64,
AR,1,0x2B9000,64,64,
AR,1,0x2BA000,64,64,
AR,1,0x2BB000,64,64,
AR,1,0x2BC000,64,64,
AR,1,0x2BD000,64,64,
AR,1,0x2BE000,64,64,
AR,1,0x2BF000,64,64,
BARRIER
AR,1,0x380000,64,64,
AR,1,0x381000,64,64,
AR,1,0x382000,64,64,
AR,1,0x383000,64,64,
AR,1,0x384000,64,64,
AR,1,0x385000,64,64,
AR,1,0x386000,64,64,
AR,1,0x387000,64,64,
AR,1,0x388000,64,64,
AR,1,0x389000,64,64,
AR,1,0x38A000,64,64,
AR,1,0x38B000,64,64,
AR,1,0x38C000,64,64,
AR,1,0x38D000,64,64,
AR,1,0x38E000,64,64,
AR,1,0x38F000,64,64,
AR,1,0x390000,64,64,
AR,1,0x391000,64,64,
AR,1,0x392000,64,64,
AR,1,0x393000,64,64,
AR,1,0x394000,64,64,
AR,1,0x395000,64,64,
AR,1,0x396000,64,64,
AR,1,0x397000,64,64,
AR,1,0x398000,64,64,
AR,1,0x399000,64,64,
AR,1,0x39A000,64,64,
AR,1,0x39B000,64,64,
AR,1,0x39C000,64,64,
AR,1,0x39D000,64,64,
AR,1,0x39E000,64,64,
AR,1,0x39F000,64,64,
AR,1,0x3A0000,64,64,
AR,1,0x3A1000,64,64,
AR,1,0x3A2000,64,64,
AR,1,0x3A3000,64,64,
AR,1,0x3A4000,64,64,
AR,1,0x3A5000,64,64,
AR,1,0x3A6000,64,64,
AR,1,0x3A7000,64,64,
AR,1,0x3A8000,64,64,
AR,1,0x3A9000,64,64,
AR,1,0x3AA000,64,64,
AR,1,0x3AB000,64,64,
AR,1,0x3AC000,64,64,
AR,1,0x3AD000,64,64,
AR,1,0x3AE000,64,64,
AR,1,0x3AF000,64,64,
AR,1,0x3B0000,64,64,
AR,1,0x3B1000,64,64,
AR,1,0x3B2000,64,64,
AR,1,0x3B3000,64,64,
AR,1,0x3B4000,64,64,
AR,1,0x3B5000,64,64,
AR,1,0x3B6000,64,64,
AR,1,0x3B7000,64,64,
AR,1,0x3B8000,64,64,
AR,1,0x3B9000,64,64,
AR,1,0x3BA000,64,64,
AR,1,0x3BB000,64,64,
AR,1,0x3BC000,64,64,
AR,1,0x3BD000,64,64,
AR,1,0x3BE000,64,64,
AR,1,0x3BF000,64,64,
BARRIER
AR,1,0x480000,64,64,
AR,1,0x481000,64,64,
AR,1,0x482000,64,64,
AR,1,0x483000,64,64,
AR,1,0x484000,64,64,
AR,1,0x485000,64,64,
AR,1,0x486000,64,64,
AR,1,0x487000,64,64,
AR,1,0x488000,64,64,
AR,1,0x489000,64,64,
AR,1,0x48A000,64,64,
AR,1,0x48B000,64,64,
AR,1,0x48C000,64,64,
AR,1,0x48D000,64,64,
AR,1,0x48E000,64,64,
AR,1,0x48F000,64,64,
AR,1,0x490000,64,64,
AR,1,0x491000,64,64,
AR,1,0x492000,64,64,
AR,1,0x493000,64,64,
AR,1,0x494000,64,64,
AR,1,0x495000,64,64,
AR,1,0x496000,64,64,
AR,1,0x497000,64,64,
AR,1,0x498000,64,64,
AR,1,0x499000,64,64,
AR,1,0x49A000,64,64,
AR,1,0x49B000,64,64,
AR,1,0x49C000,64,64,
AR,1,0x49D000,64,64,
AR,1,0x49E000,64,64,
AR,1,0x49F000,64,64,
AR,1,0x4A0000,64,64,
AR,1,0x4A1000,64,64,
AR,1,0x4A2000,64,64,
AR,1,0x4A3000,64,64,
AR,1,0x4A4000,64,64,
AR,1,0x4A5000,64,64,
AR,1,0x4A6000,64,64,
AR,1,0x4A7000,64,64,
AR,1,0x4A8000,64,64,
AR,1,0x4A9000,64,64,
AR,1,0x4AA000,64,64,
AR,1,0x4AB000,64,64,
AR,1,0x4AC000,64,64,
AR,1,0x4AD000,64,64,
AR,1,0x4AE000,64,64,
AR,1,0x4AF000,64,64,
AR,1,0x4B0000,64,64,
AR,1,0x4B1000,64,64,
AR,1,0x4B2000,64,64,
AR,1,0x4B3000,64,64,
AR,1,0x4B4000,64,64,
AR,1,0x4B5000,64,64,
AR,1,0x4B6000,64,64,
AR,1,0x4B7000,64,64,
AR,1,0x4B8000,64,64,
AR,1,0x4B9000,64,64,
AR,1,0x4BA000,64,64,
AR,1,0x4BB000,64,64,
AR,1,0x4BC000,64,64,
AR,1,0x4BD000,64,64,
AR,1,0x4BE000,64,64,
AR,1,0x4BF000,64,64,
BARRIER
AR,1,0x580000,64,64,
AR,1,0x581000,64,64,
AR,1,0x582000,64,64,
AR,1,0x583000,64,64,
AR,1,0x584000,64,64,
AR,1,0x585000,64,64,
AR,1,0x586000,64,64,
AR,1,0x587000,64,64,
