type,id,addr,size,len,wstrb
AR,1,0x40000,64,64,
AR,1,0x41000,64,64,
AR,1,0x42000,64,64,
AR,1,0x43000,64,64,
AR,1,0x44000,64,64,
AR,1,0x45000,64,64,
AR,1,0x46000,64,64,
AR,1,0x47000,64,64,
AR,1,0x48000,64,64,
AR,1,0x49000,64,64,
AR,1,0x4A000,64,64,
AR,1,0x4B000,64,64,
AR,1,0x4C000,64,64,
AR,1,0x4D000,64,64,
AR,1,0x4E000,64,64,
AR,1,0x4F000,64,64,
AR,1,0x50000,64,64,
AR,1,0x51000,64,64,
AR,1,0x52000,64,64,
AR,1,0x53000,64,64,
AR,1,0x54000,64,64,
AR,1,0x55000,64,64,
AR,1,0x56000,64,64,
AR,1,0x57000,64,64,
AR,1,0x58000,64,64,
AR,1,0x59000,64,64,
AR,1,0x5A000,64,64,
AR,1,0x5B000,64,64,
AR,1,0x5C000,64,64,
AR,1,0x5D000,64,64,
AR,1,0x5E000,64,64,
AR,1,0x5F000,64,64,
AR,1,0x60000,64,64,
AR,1,0x61000,64,64,
AR,1,0x62000,64,64,
AR,1,0x63000,64,64,
AR,1,0x64000,64,64,
AR,1,0x65000,64,64,
AR,1,0x66000,64,64,
AR,1,0x67000,64,64,
AR,1,0x68000,64,64,
AR,1,0x69000,64,64,
AR,1,0x6A000,64,64,
AR,1,0x6B000,64,64,
AR,1,0x6C000,64,64,
AR,1,0x6D000,64,64,
AR,1,0x6E000,64,64,
AR,1,0x6F000,64,64,
AR,1,0x70000,64,64,
AR,1,0x71000,64,64,
AR,1,0x72000,64,64,
AR,1,0x73000,64,64,
AR,1,0x74000,64,64,
AR,1,0x75000,64,64,
AR,1,0x76000,64,64,
AR,1,0x77000,64,64,
AR,1,0x78000,64,64,
AR,1,0x79000,64,64,
AR,1,0x7A000,64,64,
AR,1,0x7B000,64,64,
AR,1,0x7C000,64,64,
AR,1,0x7D000,64,64,
AR,1,0x7E000,64,64,
AR,1,0x7F000,64,64,
BARRIER
AR,1,0x140000,64,64,
AR,1,0x141000,64,64,
AR,1,0x142000,64,64,
AR,1,0x143000,64,64,
AR,1,0x144000,64,64,
AR,1,0x145000,64,64,
AR,1,0x146000,64,64,
AR,1,0x147000,64,64,
AR,1,0x148000,64,64,
AR,1,0x149000,64,64,
AR,1,0x14A000,64,64,
AR,1,0x14B000,64,64,
AR,1,0x14C000,64,64,
AR,1,0x14D000,64,64,
AR,1,0x14E000,64,64,
AR,1,0x14F000,64,64,
AR,1,0x150000,64,64,
AR,1,0x151000,64,64,
AR,1,0x152000,64,64,
AR,1,0x153000,64,64,
AR,1,0x154000,64,64,
AR,1,0x155000,64,64,
AR,1,0x156000,64,64,
AR,1,0x157000,64,64,
AR,1,0x158000,64,64,
AR,1,0x159000,64,64,
AR,1,0x15A000,64,64,
AR,1,0x15B000,64,64,
AR,1,0x15C000,64,64,
AR,1,0x15D000,64,64,
AR,1,0x15E000,64,64,
AR,1,0x15F000,64,64,
AR,1,0x160000,64,64,
AR,1,0x161000,64,64,
AR,1,0x162000,64,64,
AR,1,0x163000,64,64,
AR,1,0x164000,64,64,
AR,1,0x165000,64,64,
AR,1,0x166000,64,64,
AR,1,0x167000,64,64,
AR,1,0x168000,64,64,
AR,1,0x169000,64,64,
AR,1,0x16A000,64,64,
AR,1,0x16B000,64,64,
AR,1,0x16C000,64,64,
AR,1,0x16D000,64,64,
AR,1,0x16E000,64,64,
AR,1,0x16F000,64,64,
AR,1,0x170000,64,64,
AR,1,0x171000,64,64,
AR,1,0x172000,64,64,
AR,1,0x173000,64,64,
AR,1,0x174000,64,64,
AR,1,0x175000,64,64,
AR,1,0x176000,64,64,
AR,1,0x177000,64,64,
AR,1,0x178000,64,64,
AR,1,0x179000,64,64,
AR,1,0x17A000,64,64,
AR,1,0x17B000,64,64,
AR,1,0x17C000,64,64,
AR,1,0x17D000,64,64,
AR,1,0x17E000,64,64,
AR,1,0x17F000,64,64,
BARRIER
AR,1,0x240000,64,64,
AR,1,0x241000,64,64,
AR,1,0x242000,64,64,
AR,1,0x243000,64,64,
AR,1,0x244000,64,64,
AR,1,0x245000,64,64,
AR,1,0x246000,64,64,
AR,1,0x247000,64,64,
AR,1,0x248000,64,64,
AR,1,0x249000,64,64,
AR,1,0x24A000,64,64,
AR,1,0x24B000,64,64,
AR,1,0x24C000,64,64,
AR,1,0x24D000,64,64,
AR,1,0x24E000,64,64,
AR,1,0x24F000,64,64,
AR,1,0x250000,64,64,
AR,1,0x251000,64,64,
AR,1,0x252000,64,64,
AR,1,0x253000,64,64,
AR,1,0x254000,64,64,
AR,1,0x255000,64,64,
AR,1,0x256000,64,64,
AR,1,0x257000,64,64,
AR,1,0x258000,64,64,
AR,1,0x259000,64,64,
AR,1,0x25A000,64,64,
AR,1,0x25B000,64,64,
AR,1,0x25C000,64,64,
AR,1,0x25D000,64,64,
AR,1,0x25E000,64,64,
AR,1,0x25F000,64,64,
AR,1,0x260000,64,64,
AR,1,0x261000,64,64,
AR,1,0x262000,64,64,
AR,1,0x263000,64,64,
AR,1,0x264000,64,64,
AR,1,0x265000,64,64,
AR,1,0x266000,64,64,
AR,1,0x267000,64,64,
AR,1,0x268000,64,64,
AR,1,0x269000,64,64,
AR,1,0x26A000,64,64,
AR,1,0x26B000,64,64,
AR,1,0x26C000,64,64,
AR,1,0x26D000,64,64,
AR,1,0x26E000,64,64,
AR,1,0x26F000,64,64,
AR,1,0x270000,64,64,
AR,1,0x271000,64,64,
AR,1,0x272000,64,64,
AR,1,0x273000,64,64,
AR,1,0x274000,64,64,
AR,1,0x275000,64,64,
AR,1,0x276000,64,64,
AR,1,0x277000,64,64,
AR,1,0x278000,64,64,
AR,1,0x279000,64,64,
AR,1,0x27A000,64,64,
AR,1,0x27B000,64,64,
AR,1,0x27C000,64,64,
AR,1,0x27D000,64,64,
AR,1,0x27E000,64,64,
AR,1,0x27F000,64,64,
BARRIER
AR,1,0x340000,64,64,
AR,1,0x341000,64,64,
AR,1,0x342000,64,64,
AR,1,0x343000,64,64,
AR,1,0x344000,64,64,
AR,1,0x345000,64,64,
AR,1,0x346000,64,64,
AR,1,0x347000,64,64,
AR,1,0x348000,64,64,
AR,1,0x349000,64,64,
AR,1,0x34A000,64,64,
AR,1,0x34B000,64,64,
AR,1,0x34C000,64,64,
AR,1,0x34D000,64,64,
AR,1,0x34E000,64,64,
AR,1,0x34F000,64,64,
AR,1,0x350000,64,64,
AR,1,0x351000,64,64,
AR,1,0x352000,64,64,
AR,1,0x353000,64,64,
AR,1,0x354000,64,64,
AR,1,0x355000,64,64,
AR,1,0x356000,64,64,
AR,1,0x357000,64,64,
AR,1,0x358000,64,64,
AR,1,0x359000,64,64,
AR,1,0x35A000,64,64,
AR,1,0x35B000,64,64,
AR,1,0x35C000,64,64,
AR,1,0x35D000,64,64,
AR,1,0x35E000,64,64,
AR,1,0x35F000,64,64,
AR,1,0x360000,64,64,
AR,1,0x361000,64,64,
AR,1,0x362000,64,64,
AR,1,0x363000,64,64,
AR,1,0x364000,64,64,
AR,1,0x365000,64,64,
AR,1,0x366000,64,64,
AR,1,0x367000,64,64,
AR,1,0x368000,64,64,
AR,1,0x369000,64,64,
AR,1,0x36A000,64,64,
AR,1,0x36B000,64,64,
AR,1,0x36C000,64,64,
AR,1,0x36D000,64,64,
AR,1,0x36E000,64,64,
AR,1,0x36F000,64,64,
AR,1,0x370000,64,64,
AR,1,0x371000,64,64,
AR,1,0x372000,64,64,
AR,1,0x373000,64,64,
AR,1,0x374000,64,64,
AR,1,0x375000,64,64,
AR,1,0x376000,64,64,
AR,1,0x377000,64,64,
AR,1,0x378000,64,64,
AR,1,0x379000,64,64,
AR,1,0x37A000,64,64,
AR,1,0x37B000,64,64,
AR,1,0x37C000,64,64,
AR,1,0x37D000,64,64,
AR,1,0x37E000,64,64,
AR,1,0x37F000,64,64,
BARRIER
AR,1,0x440000,64,64,
AR,1,0x441000,64,64,
AR,1,0x442000,64,64,
AR,1,0x443000,64,64,
AR,1,0x444000,64,64,
AR,1,0x445000,64,64,
AR,1,0x446000,64,64,
AR,1,0x447000,64,64,
AR,1,0x448000,64,64,
AR,1,0x449000,64,64,
AR,1,0x44A000,64,64,
AR,1,0x44B000,64,64,
AR,1,0x44C000,64,64,
AR,1,0x44D000,64,64,
AR,1,0x44E000,64,64,
AR,1,0x44F000,64,64,
AR,1,0x450000,64,64,
AR,1,0x451000,64,64,
AR,1,0x452000,64,64,
AR,1,0x453000,64,64,
AR,1,0x454000,64,64,
AR,1,0x455000,64,64,
AR,1,0x456000,64,64,
AR,1,0x457000,64,64,
AR,1,0x458000,64,64,
AR,1,0x459000,64,64,
AR,1,0x45A000,64,64,
AR,1,0x45B000,64,64,
AR,1,0x45C000,64,64,
AR,1,0x45D000,64,64,
AR,1,0x45E000,64,64,
AR,1,0x45F000,64,64,
AR,1,0x460000,64,64,
AR,1,0x461000,64,64,
AR,1,0x462000,64,64,
AR,1,0x463000,64,64,
AR,1,0x464000,64,64,
AR,1,0x465000,64,64,
AR,1,0x466000,64,64,
AR,1,0x467000,64,64,
AR,1,0x468000,64,64,
AR,1,0x469000,64,64,
AR,1,0x46A000,64,64,
AR,1,0x46B000,64,64,
AR,1,0x46C000,64,64,
AR,1,0x46D000,64,64,
AR,1,0x46E000,64,64,
AR,1,0x46F000,64,64,
AR,1,0x470000,64,64,
AR,1,0x471000,64,64,
AR,1,0x472000,64,64,
AR,1,0x473000,64,64,
AR,1,0x474000,64,64,
AR,1,0x475000,64,64,
AR,1,0x476000,64,64,
AR,1,0x477000,64,64,
AR,1,0x478000,64,64,
AR,1,0x479000,64,64,
AR,1,0x47A000,64,64,
AR,1,0x47B000,64,64,
AR,1,0x47C000,64,64,
AR,1,0x47D000,64,64,
AR,1,0x47E000,64,64,
AR,1,0x47F000,64,64,
BARRIER
AR,1,0x540000,64,64,
AR,1,0x541000,64,64,
AR,1,0x542000,64,64,
AR,1,0x543000,64,64,
AR,1,0x544000,64,64,
AR,1,0x545000,64,64,
AR,1,0x546000,64,64,
AR,1,0x547000,64,64,
AR,1,0x548000,64,64,
AR,1,0x549000,64,64,
AR,1,0x54A000,64,64,
AR,1,0x54B000,64,64,
AR,1,0x54C000,64,64,
AR,1,0x54D000,64,64,
AR,1,0x54E000,64,64,
AR,1,0x54F000,64,64,
AR,1,0x550000,64,64,
AR,1,0x551000,64,64,
AR,1,0x552000,64,64,
AR,1,0x553000,64,64,
AR,1,0x554000,64,64,
AR,1,0x555000,64,64,
AR,1,0x556000,64,64,
AR,1,0x557000,64,64,
AR,1,0x558000,64,64,
AR,1,0x559000,64,64,
AR,1,0x55A000,64,64,
AR,1,0x55B000,64,64,
AR,1,0x55C000,64,64,
AR,1,0x55D000,64,64,
AR,1,0x55E000,64,64,
AR,1,0x55F000,64,64,
AR,1,0x560000,64,64,
AR,1,0x561000,64,64,
AR,1,0x562000,64,64,
AR,1,0x563000,64,64,
AR,1,0x564000,64,64,
AR,1,0x565000,64,64,
AR,1,0x566000,64,64,
AR,1,0x567000,64,64,
AR,1,0x568000,64,64,
AR,1,0x569000,64,64,
AR,1,0x56A000,64,64,
AR,1,0x56B000,64,64,
AR,1,0x56C000,64,64,
AR,1,0x56D000,64,64,
AR,1,0x56E000,64,64,
AR,1,0x56F000,64,64,
AR,1,0x570000,64,64,
AR,1,0x571000,64,64,
AR,1,0x572000,64,64,
AR,1,0x573000,64,64,
AR,1,0x574000,64,64,
AR,1,0x575000,64,64,
AR,1,0x576000,64,64,
AR,1,0x577000,64,64,
